IP,pages,pageviews,pageviews_per_session,avg_session_duration,country,Time
10.131.2.2,/rugby.html,1,2,2.579303731,Ghana,[30/Nov/2017:06:34:07
10.131.2.2,/hockey.html,8,1,3.976646717,Ghana,[30/Nov/2017:06:34:15
10.131.2.2,/football.html,69,2,2.826330741,Ghana,[30/Nov/2017:06:34:23
10.131.2.1,/contact_us.html,15,1,3.150613769,Fiji,[30/Nov/2017:06:34:45
10.130.2.1,/athletics.html,28,1,1.312132596,Moscow,[30/Nov/2017:06:35:31
10.131.2.1,/boxing.html,68,3,3.748088439,Fiji,[30/Nov/2017:06:38:09
10.131.0.1,/wrestling.html,34,2,1.242057935,Brazil,[30/Nov/2017:06:38:09
10.131.0.1,/track-cycling.html,25,2,1.664898169,Brazil,[30/Nov/2017:06:46:22
10.131.2.1,/tennis.html,48,2,2.89716344,Fiji,[30/Nov/2017:06:47:09
10.131.2.1,/track-cycling.html,51,1,1.914406374,Fiji,[30/Nov/2017:06:47:21
10.131.2.1,/tennis.html,56,3,2.924419049,Fiji,[30/Nov/2017:06:47:26
10.131.2.1,/rugby.html,27,1,1.939310079,Fiji,[30/Nov/2017:06:48:03
10.131.2.1,/hockey.html,11,3,3.320393897,Fiji,[30/Nov/2017:06:48:18
10.131.2.1,/football.html,59,3,1.607355749,Fiji,[30/Nov/2017:07:06:51
10.128.2.1,/contact_us.html,81,1,2.251657799,South Africa,[30/Nov/2017:07:06:51
10.131.2.1,/track-cycling.html,36,2,1.772803626,Fiji,[30/Nov/2017:07:06:51
10.128.2.1,/tennis.html,48,2,1.063950391,South Africa,[30/Nov/2017:07:06:51
10.128.2.1,/rugby.html,98,1,1.971037561,South Africa,[30/Nov/2017:07:06:51
10.128.2.1,/hockey.html,60,3,1.167180674,South Africa,[30/Nov/2017:07:06:52
10.131.2.3,/football.html,22,2,1.972321933,Italy,[30/Nov/2017:07:06:52
10.128.2.1,/contact_us.html,79,2,2.370306199,South Africa,[30/Nov/2017:07:06:52
10.130.2.1,/archery.html,60,3,3.359108833,Moscow,[30/Nov/2017:07:06:52
10.131.2.3,/athletics.html,96,1,2.189745116,Italy,[30/Nov/2017:07:06:52
10.128.2.1,/boxing.html,28,2,2.775505058,South Africa,[30/Nov/2017:07:06:54
10.128.2.1,/wrestling.html,59,1,1.835372526,South Africa,[30/Nov/2017:07:06:58
10.128.2.1,/track-cycling.html,76,2,2.822591366,South Africa,[30/Nov/2017:07:06:59
10.128.2.1,/tennis.html,47,3,1.711311463,South Africa,[30/Nov/2017:07:07:02
10.128.2.1,/track-cycling.html,23,1,3.916060578,South Africa,[30/Nov/2017:07:07:24
10.128.2.1,/tennis.html,86,2,1.529373129,South Africa,[30/Nov/2017:07:07:26
10.128.2.1,/rugby.html,61,1,1.776585026,South Africa,[30/Nov/2017:07:07:45
10.128.2.1,/hockey.html,39,2,1.943829443,South Africa,[30/Nov/2017:07:07:45
10.128.2.1,/football.html,28,1,3.686808414,South Africa,[30/Nov/2017:07:07:56
10.128.2.1,/contact_us.html,63,2,3.537183284,South Africa,[30/Nov/2017:07:07:57
10.128.2.1,/football.html,77,1,3.190600606,South Africa,[30/Nov/2017:07:07:57
10.131.0.1,/contact_us.html,31,1,3.566981839,Brazil,[30/Nov/2017:07:07:57
10.131.0.1,/track-cycling.html,93,1,1.569786523,Brazil,[30/Nov/2017:07:08:06
10.128.2.1,/tennis.html,48,2,3.950259768,South Africa,[30/Nov/2017:07:08:06
10.130.2.1,/rugby.html,68,3,2.551672921,Moscow,[30/Nov/2017:07:24:34
10.129.2.1,/hockey.html,4,2,3.161168927,Zambia,[30/Nov/2017:07:24:34
10.130.2.1,/football.html,37,3,1.794060629,Moscow,[30/Nov/2017:07:24:34
10.129.2.1,/contact_us.html,9,3,1.594634582,Zambia,[30/Nov/2017:07:24:35
10.131.2.3,/archery.html,27,1,1.552066093,Italy,[30/Nov/2017:07:24:35
10.131.0.1,/athletics.html,99,3,1.673087284,Brazil,[30/Nov/2017:07:26:06
10.131.0.1,/boxing.html,45,3,2.351726156,Brazil,[30/Nov/2017:07:26:10
10.131.2.3,/wrestling.html,66,1,3.342550366,Italy,[30/Nov/2017:07:26:14
10.131.2.3,/track-cycling.html,36,1,1.617746853,Italy,[30/Nov/2017:07:52:35
10.131.2.3,/tennis.html,80,2,2.505772029,Italy,[30/Nov/2017:07:52:35
10.131.2.3,/track-cycling.html,47,1,2.976642143,Italy,[30/Nov/2017:07:52:36
10.131.2.3,/tennis.html,57,3,3.512057643,Italy,[30/Nov/2017:07:52:36
10.131.0.1,/rugby.html,65,2,1.297136494,Brazil,[30/Nov/2017:07:52:37
10.128.2.1,/hockey.html,5,1,3.954547284,South Africa,[30/Nov/2017:07:52:38
10.131.2.3,/football.html,93,1,1.331962551,Italy,[30/Nov/2017:07:52:38
10.131.0.1,/contact_us.html,50,2,1.445223916,Brazil,[30/Nov/2017:07:52:38
10.131.0.1,/track-cycling.html,28,3,2.523714907,Brazil,[30/Nov/2017:07:52:42
10.131.2.3,/tennis.html,16,2,2.082362206,Italy,[30/Nov/2017:07:52:43
10.131.0.1,/track-cycling.html,25,1,2.603876882,Brazil,[30/Nov/2017:07:52:58
10.131.0.4,/tennis.html,64,3,2.881923203,Chile,[30/Nov/2017:07:53:25
10.130.2.1,/rugby.html,21,2,2.285287616,Moscow,[30/Nov/2017:08:08:51
10.130.2.1,/hockey.html,51,3,1.754862789,Moscow,[30/Nov/2017:08:46:53
10.129.2.1,/football.html,4,1,2.170329033,Zambia,[30/Nov/2017:08:46:54
10.130.2.1,/contact_us.html,48,1,2.850246777,Moscow,[30/Nov/2017:08:46:58
10.131.2.3,/track-cycling.html,39,3,3.859515663,Italy,[30/Nov/2017:08:46:59
10.130.2.1,/tennis.html,76,3,2.656983075,Moscow,[30/Nov/2017:08:47:01
10.130.2.1,/rugby.html,37,1,1.972722446,Moscow,[30/Nov/2017:08:47:03
10.128.2.1,/hockey.html,80,1,1.655832774,South Africa,[30/Nov/2017:08:47:05
10.130.2.1,/football.html,89,1,2.480544123,Moscow,[30/Nov/2017:08:47:07
10.130.2.1,/contact_us.html,80,3,3.079249813,Moscow,[30/Nov/2017:08:47:08
10.130.2.1,/archery.html,61,3,1.470604682,Moscow,[30/Nov/2017:08:47:09
10.130.2.1,/athletics.html,22,2,3.254986804,Moscow,[30/Nov/2017:08:47:11
10.131.0.4,/boxing.html,48,3,1.483539589,Chile,[30/Nov/2017:08:47:12
10.128.2.1,/wrestling.html,3,2,1.554725524,South Africa,[30/Nov/2017:08:53:27
10.131.0.4,/track-cycling.html,37,1,2.703720342,Chile,[30/Nov/2017:08:53:27
10.129.2.1,/tennis.html,4,1,2.312330506,Zambia,[30/Nov/2017:09:35:29
10.129.2.1,/track-cycling.html,46,1,3.067664786,Zambia,[30/Nov/2017:09:35:30
10.129.2.1,/tennis.html,59,2,1.500702632,Zambia,[30/Nov/2017:09:35:30
10.131.0.4,/rugby.html,94,2,1.487809068,Chile,[30/Nov/2017:09:35:30
10.130.2.1,/hockey.html,93,1,1.293611088,Moscow,[30/Nov/2017:09:35:31
10.128.2.1,/football.html,94,3,1.202816397,South Africa,[30/Nov/2017:09:35:31
10.131.2.3,/contact_us.html,91,2,1.147191543,Italy,[30/Nov/2017:09:35:31
10.131.0.4,/boxing.html,87,1,3.494015203,Chile,[30/Nov/2017:09:35:31
10.130.2.1,/wrestling.html,39,3,2.002524092,Moscow,[30/Nov/2017:09:35:31
10.131.0.4,/track-cycling.html,34,2,2.870801824,Chile,[30/Nov/2017:09:35:31
10.130.2.1,/tennis.html,14,2,3.160858003,Moscow,[30/Nov/2017:09:35:33
10.130.2.1,/track-cycling.html,94,1,1.681504359,Moscow,[30/Nov/2017:09:35:34
10.128.2.1,/tennis.html,44,1,2.959980825,South Africa,[30/Nov/2017:09:35:43
10.128.2.1,/rugby.html,26,2,1.121882954,South Africa,[30/Nov/2017:09:35:43
10.131.0.4,/hockey.html,81,1,3.412011941,Chile,[30/Nov/2017:09:35:50
10.131.0.4,/football.html,52,3,3.085601931,Chile,[30/Nov/2017:09:35:53
10.131.0.4,/contact_us.html,30,2,3.591194579,Chile,[30/Nov/2017:09:35:55
10.131.0.4,/track-cycling.html,33,2,3.062408117,Chile,[30/Nov/2017:09:35:56
10.131.0.4,/tennis.html,29,3,1.740865388,Chile,[30/Nov/2017:09:35:56
10.131.0.4,/rugby.html,24,3,3.740795792,Chile,[30/Nov/2017:09:35:57
10.131.0.1,/hockey.html,7,1,3.749972233,Brazil,[30/Nov/2017:09:36:00
10.131.2.3,/football.html,78,1,1.913299948,Italy,[30/Nov/2017:09:56:07
10.131.2.3,/contact_us.html,37,1,3.933351952,Italy,[30/Nov/2017:09:56:07
10.131.2.1,/archery.html,78,3,1.898399762,Fiji,[30/Nov/2017:09:56:08
10.131.2.1,/athletics.html,20,3,3.552394951,Fiji,[30/Nov/2017:09:56:08
10.131.0.1,/boxing.html,54,1,2.254672891,Brazil,[30/Nov/2017:09:56:08
10.131.2.1,/wrestling.html,44,2,2.441404008,Fiji,[30/Nov/2017:09:56:09
10.131.0.1,/track-cycling.html,87,3,1.620125709,Brazil,[30/Nov/2017:09:56:09
10.131.2.1,/tennis.html,42,1,2.59628382,Fiji,[30/Nov/2017:09:56:09
10.128.2.1,/track-cycling.html,10,2,1.720968443,South Africa,[30/Nov/2017:09:56:09
10.131.0.1,/tennis.html,14,2,2.842006174,Brazil,[30/Nov/2017:09:56:10
10.128.2.1,/rugby.html,9,1,3.260319811,South Africa,[30/Nov/2017:09:56:11
10.128.2.1,/hockey.html,52,2,3.143684556,South Africa,[30/Nov/2017:09:56:25
10.128.2.1,/football.html,51,3,3.944752445,South Africa,[30/Nov/2017:09:56:25
10.128.2.1,/contact_us.html,49,3,1.923193108,South Africa,[30/Nov/2017:09:56:28
10.128.2.1,/track-cycling.html,78,2,3.705500001,South Africa,[30/Nov/2017:09:56:31
10.128.2.1,/tennis.html,12,1,2.926119618,South Africa,[30/Nov/2017:09:56:36
10.128.2.1,/rugby.html,53,1,2.48764962,South Africa,[30/Nov/2017:09:56:47
10.128.2.1,/hockey.html,14,2,2.470510252,South Africa,[30/Nov/2017:09:56:48
10.129.2.1,/football.html,98,2,3.692912135,Zambia,[30/Nov/2017:10:28:32
10.130.2.1,/contact_us.html,16,1,1.311585704,Moscow,[30/Nov/2017:10:40:24
10.130.2.1,/track-cycling.html,60,1,1.25680839,Moscow,[30/Nov/2017:10:40:32
10.130.2.1,/tennis.html,15,3,1.572765771,Moscow,[30/Nov/2017:10:40:34
10.130.2.1,/rugby.html,61,1,1.691734173,Moscow,[30/Nov/2017:10:40:37
10.129.2.1,/hockey.html,76,2,3.809587576,Zambia,[30/Nov/2017:11:55:40
10.130.2.1,/football.html,5,2,1.235529598,Moscow,[30/Nov/2017:11:55:40
10.130.2.1,/contact_us.html,33,1,2.164943748,Moscow,[30/Nov/2017:11:55:41
10.129.2.1,/archery.html,19,1,2.676676967,Zambia,[30/Nov/2017:11:55:41
10.128.2.1,/athletics.html,18,3,3.132540275,South Africa,[30/Nov/2017:11:55:41
10.131.0.1,/boxing.html,38,3,2.50071834,Brazil,[30/Nov/2017:11:55:41
10.131.2.1,/wrestling.html,45,2,1.084058495,Fiji,[30/Nov/2017:11:55:41
10.129.2.1,/track-cycling.html,14,3,2.858080351,Zambia,[30/Nov/2017:11:55:41
10.131.0.1,/tennis.html,87,1,1.845216218,Brazil,[30/Nov/2017:11:55:41
10.129.2.1,/track-cycling.html,20,3,1.935331862,Zambia,[30/Nov/2017:11:55:41
10.131.0.1,/tennis.html,100,2,1.313998045,Brazil,[30/Nov/2017:11:55:42
10.131.0.1,/rugby.html,5,2,3.653396273,Brazil,[30/Nov/2017:11:55:50
10.131.0.4,/hockey.html,78,3,3.172453326,Chile,[30/Nov/2017:11:55:50
10.131.0.4,/football.html,86,1,1.513529227,Chile,[30/Nov/2017:11:55:51
10.129.2.1,/contact_us.html,27,2,1.868714359,Zambia,[30/Nov/2017:11:55:51
10.129.2.1,/tennis.html,84,3,2.251201675,Zambia,[30/Nov/2017:11:55:54
10.129.2.1,/track-cycling.html,94,2,2.493474111,Zambia,[30/Nov/2017:11:56:00
10.129.2.1,/tennis.html,41,1,3.866055245,Zambia,[30/Nov/2017:11:56:00
10.129.2.1,/rugby.html,80,3,2.204699005,Zambia,[30/Nov/2017:11:56:22
10.130.2.4,/hockey.html,75,1,2.703899623,Morocco,[30/Nov/2017:11:56:28
10.131.0.4,/football.html,17,2,3.007468717,Chile,[30/Nov/2017:11:56:29
10.130.2.4,/contact_us.html,72,3,3.903056555,Morocco,[30/Nov/2017:12:00:03
10.129.2.1,/track-cycling.html,93,2,3.182964361,Zambia,[30/Nov/2017:12:02:41
10.130.2.4,/tennis.html,50,1,2.039353525,Morocco,[30/Nov/2017:12:02:41
10.129.2.1,/rugby.html,6,1,2.176640367,Zambia,[30/Nov/2017:12:02:41
10.130.2.4,/hockey.html,15,3,3.506833363,Morocco,[30/Nov/2017:12:02:41
10.129.2.1,/football.html,64,2,2.646919419,Zambia,[30/Nov/2017:12:02:41
10.130.2.4,/contact_us.html,47,2,3.069454163,Morocco,[30/Nov/2017:12:02:41
10.130.2.4,/archery.html,92,3,3.941342623,Morocco,[30/Nov/2017:12:02:41
10.131.2.1,/athletics.html,46,2,3.908183281,Fiji,[30/Nov/2017:12:02:41
10.128.2.1,/boxing.html,42,2,1.819334168,South Africa,[30/Nov/2017:12:02:41
10.131.0.4,/wrestling.html,23,1,3.497574053,Chile,[30/Nov/2017:12:02:41
10.129.2.1,/track-cycling.html,100,2,2.412895565,Zambia,[30/Nov/2017:12:02:41
10.131.0.4,/tennis.html,61,3,1.898419308,Chile,[30/Nov/2017:12:02:41
10.131.2.1,/track-cycling.html,16,2,3.10686488,Fiji,[30/Nov/2017:12:02:41
10.130.2.4,/tennis.html,34,3,1.56542947,Morocco,[30/Nov/2017:12:02:44
10.128.2.1,/rugby.html,7,2,2.443371098,South Africa,[30/Nov/2017:12:02:44
10.130.2.1,/hockey.html,50,2,1.880438114,Moscow,[30/Nov/2017:12:05:02
10.131.0.4,/football.html,61,1,3.898776651,Chile,[30/Nov/2017:12:05:02
10.130.2.1,/contact_us.html,100,2,3.85267561,Moscow,[30/Nov/2017:12:05:03
10.131.0.4,/hockey.html,5,2,1.282053104,Chile,[30/Nov/2017:12:05:03
10.130.2.1,/football.html,64,1,3.20223252,Moscow,[30/Nov/2017:12:05:03
10.131.0.4,/contact_us.html,8,1,2.728229514,Chile,[30/Nov/2017:12:05:03
10.130.2.1,/track-cycling.html,91,3,1.804596253,Moscow,[30/Nov/2017:12:05:03
10.130.2.1,/tennis.html,46,3,3.510762269,Moscow,[30/Nov/2017:12:05:03
10.128.2.1,/rugby.html,28,2,3.193792517,South Africa,[30/Nov/2017:12:05:03
10.131.2.1,/hockey.html,48,3,2.083437366,Fiji,[30/Nov/2017:12:05:03
10.129.2.1,/football.html,80,2,1.296245524,Zambia,[30/Nov/2017:12:05:03
10.129.2.1,/contact_us.html,46,2,3.97312568,Zambia,[30/Nov/2017:12:05:03
10.128.2.1,/archery.html,56,3,3.17341771,South Africa,[30/Nov/2017:12:05:03
10.131.2.1,/athletics.html,29,2,3.702303031,Fiji,[30/Nov/2017:12:05:58
10.128.2.1,/boxing.html,33,1,3.888479168,South Africa,[30/Nov/2017:12:06:04
10.128.2.1,/wrestling.html,20,3,1.799776943,South Africa,[30/Nov/2017:12:06:06
10.131.2.1,/track-cycling.html,48,3,3.144984877,Fiji,[30/Nov/2017:12:06:06
10.129.2.1,/tennis.html,68,1,3.845265678,Zambia,[30/Nov/2017:12:06:07
10.130.2.1,/track-cycling.html,82,2,2.242214651,Moscow,[30/Nov/2017:12:06:08
10.131.0.4,/tennis.html,94,1,2.251280213,Chile,[30/Nov/2017:12:06:08
10.131.2.1,/rugby.html,67,2,2.890178759,Fiji,[30/Nov/2017:12:06:08
10.129.2.1,/hockey.html,76,1,2.469777859,Zambia,[30/Nov/2017:12:06:08
10.131.2.1,/football.html,72,3,1.629880343,Fiji,[30/Nov/2017:12:06:08
10.129.2.1,/contact_us.html,20,2,3.423961973,Zambia,[30/Nov/2017:12:06:12
10.131.0.4,/track-cycling.html,59,1,2.304502868,Chile,[30/Nov/2017:12:06:28
10.131.0.4,/tennis.html,30,1,3.352450113,Chile,[30/Nov/2017:12:06:55
10.131.0.1,/rugby.html,83,2,3.915436691,Brazil,[30/Nov/2017:12:06:57
10.130.2.4,/hockey.html,94,2,3.378972306,Morocco,[30/Nov/2017:12:07:08
10.131.0.1,/football.html,74,3,3.865903402,Brazil,[30/Nov/2017:12:07:08
10.131.2.1,/contact_us.html,61,3,3.548452741,Fiji,[30/Nov/2017:12:07:09
10.131.0.5,/track-cycling.html,57,2,2.747401547,China,[30/Nov/2017:12:07:09
10.130.2.4,/tennis.html,19,3,2.892747734,Morocco,[30/Nov/2017:12:07:09
10.129.2.1,/rugby.html,9,1,3.267467637,Zambia,[30/Nov/2017:12:07:09
10.131.0.5,/hockey.html,63,1,3.015996934,China,[30/Nov/2017:12:07:10
10.129.2.1,/football.html,93,1,2.297113788,Zambia,[30/Nov/2017:12:07:11
10.128.2.1,/contact_us.html,86,2,2.371473632,South Africa,[30/Nov/2017:12:07:14
10.129.2.1,/archery.html,8,1,3.631104156,Zambia,[30/Nov/2017:12:07:20
10.129.2.1,/athletics.html,70,2,3.681529511,Zambia,[30/Nov/2017:12:07:21
10.129.2.1,/boxing.html,34,3,3.399025877,Zambia,[30/Nov/2017:12:07:22
10.128.2.1,/wrestling.html,14,3,3.077451767,South Africa,[30/Nov/2017:12:07:22
10.130.2.4,/track-cycling.html,15,2,1.27673694,Morocco,[30/Nov/2017:12:07:27
10.131.2.1,/tennis.html,59,2,1.576402766,Fiji,[30/Nov/2017:12:07:40
10.130.2.4,/track-cycling.html,94,3,3.231981256,Morocco,[30/Nov/2017:12:07:41
10.129.2.1,/tennis.html,97,1,2.744039791,Zambia,[30/Nov/2017:12:07:52
10.131.2.1,/rugby.html,84,1,3.347810637,Fiji,[30/Nov/2017:12:09:10
10.128.2.1,/hockey.html,29,3,2.179414719,South Africa,[30/Nov/2017:12:10:01
10.128.2.1,/football.html,35,1,1.888713961,South Africa,[30/Nov/2017:12:10:03
10.131.0.5,/contact_us.html,52,3,1.095436918,China,[30/Nov/2017:12:10:41
10.131.0.5,/football.html,33,3,1.202522195,China,[30/Nov/2017:12:10:41
10.130.2.1,/contact_us.html,73,2,3.8619333,Moscow,[30/Nov/2017:12:10:50
10.128.2.1,/archery.html,80,3,1.648873431,South Africa,[30/Nov/2017:12:10:50
10.128.2.1,/athletics.html,48,1,1.56182183,South Africa,[30/Nov/2017:12:11:03
10.131.0.5,/boxing.html,87,3,3.500696832,China,[30/Nov/2017:12:11:03
10.131.0.5,/wrestling.html,15,1,2.760942651,China,[30/Nov/2017:12:11:04
10.128.2.1,/track-cycling.html,49,1,2.29425114,South Africa,[30/Nov/2017:12:11:04
10.130.2.1,/tennis.html,66,2,2.07642251,Moscow,[30/Nov/2017:12:11:04
10.131.2.1,/track-cycling.html,93,3,2.166402062,Fiji,[30/Nov/2017:12:11:04
10.128.2.1,/tennis.html,17,2,2.269778435,South Africa,[30/Nov/2017:12:11:04
10.129.2.1,/rugby.html,33,1,2.464072564,Zambia,[30/Nov/2017:12:11:04
10.130.2.1,/hockey.html,83,1,3.813760499,Moscow,[30/Nov/2017:12:11:04
10.131.2.1,/football.html,99,2,1.094594077,Fiji,[30/Nov/2017:12:11:04
10.129.2.1,/contact_us.html,6,2,2.229412417,Zambia,[30/Nov/2017:12:14:07
10.131.2.1,/track-cycling.html,63,3,3.687126303,Fiji,[30/Nov/2017:12:14:07
10.131.2.1,/tennis.html,45,2,3.830331239,Fiji,[30/Nov/2017:12:14:07
10.129.2.1,/rugby.html,77,2,1.105486542,Zambia,[30/Nov/2017:12:14:07
10.130.2.1,/hockey.html,31,1,1.087724349,Moscow,[30/Nov/2017:12:14:07
10.128.2.1,/football.html,65,3,3.466970515,South Africa,[30/Nov/2017:12:14:07
10.129.2.1,/contact_us.html,21,2,1.219849303,Zambia,[30/Nov/2017:12:14:08
10.131.0.5,/archery.html,47,1,3.68034937,China,[30/Nov/2017:12:14:08
10.130.2.1,/athletics.html,62,2,1.108472386,Moscow,[30/Nov/2017:12:14:08
10.128.2.1,/boxing.html,96,1,1.507600426,South Africa,[30/Nov/2017:12:14:08
10.131.2.1,/wrestling.html,66,1,1.144605694,Fiji,[30/Nov/2017:12:16:32
10.130.2.1,/track-cycling.html,23,3,1.033602981,Moscow,[30/Nov/2017:12:16:32
10.130.2.1,/tennis.html,47,1,3.363994874,Moscow,[30/Nov/2017:12:16:33
10.131.2.1,/track-cycling.html,40,2,2.332322601,Fiji,[30/Nov/2017:12:16:33
10.131.0.5,/tennis.html,48,2,2.820570632,China,[30/Nov/2017:12:16:33
10.131.2.1,/rugby.html,37,3,2.283318131,Fiji,[30/Nov/2017:12:16:34
10.131.0.3,/hockey.html,13,3,1.85536682,Canada,[30/Nov/2017:12:16:34
10.129.2.1,/football.html,100,1,1.645704469,Zambia,[30/Nov/2017:12:16:34
10.131.0.3,/contact_us.html,54,2,2.852052347,Canada,[30/Nov/2017:12:16:34
10.131.2.1,/tennis.html,66,1,2.03119396,Fiji,[30/Nov/2017:12:16:34
10.131.2.1,/rugby.html,49,1,2.63688278,Fiji,[30/Nov/2017:12:16:41
10.131.0.3,/hockey.html,63,1,2.786057531,Canada,[30/Nov/2017:12:16:46
10.131.0.3,/football.html,67,2,1.1991267,Canada,[30/Nov/2017:12:16:48
10.131.0.3,/contact_us.html,44,1,3.390311628,Canada,[30/Nov/2017:12:16:49
10.131.2.1,/archery.html,76,3,2.172390545,Fiji,[30/Nov/2017:12:16:52
10.131.2.1,/athletics.html,65,3,3.877659826,Fiji,[30/Nov/2017:12:16:52
10.131.0.3,/boxing.html,65,3,1.001460606,Canada,[30/Nov/2017:12:16:57
10.131.0.3,/wrestling.html,12,1,3.534922591,Canada,[30/Nov/2017:12:17:19
10.131.0.3,/track-cycling.html,81,2,1.42171794,Canada,[30/Nov/2017:12:17:19
10.131.0.3,/tennis.html,5,1,2.462347683,Canada,[30/Nov/2017:12:17:19
10.130.2.1,/track-cycling.html,76,1,1.611791581,Moscow,[30/Nov/2017:12:17:19
10.131.2.1,/tennis.html,99,3,1.540562464,Fiji,[30/Nov/2017:12:17:19
10.130.2.1,/rugby.html,65,3,3.853948424,Moscow,[30/Nov/2017:12:17:19
10.131.2.3,/hockey.html,42,1,3.265308522,Italy,[30/Nov/2017:12:17:19
10.128.2.1,/football.html,75,2,3.628794931,South Africa,[30/Nov/2017:12:17:19
10.131.0.3,/contact_us.html,58,2,1.544270195,Canada,[30/Nov/2017:12:17:19
10.129.2.1,/track-cycling.html,24,1,2.00827527,Zambia,[30/Nov/2017:12:17:19
10.129.2.1,/tennis.html,52,1,2.477586298,Zambia,[30/Nov/2017:12:17:19
10.131.0.3,/rugby.html,68,3,2.184314867,Canada,[30/Nov/2017:12:17:24
10.131.0.5,/hockey.html,40,1,2.150289772,China,[30/Nov/2017:12:17:25
10.130.2.1,/football.html,100,3,3.998372189,Moscow,[30/Nov/2017:12:17:39
10.129.2.1,/contact_us.html,9,3,3.949651299,Zambia,[30/Nov/2017:12:17:40
10.129.2.1,/archery.html,50,3,2.946224058,Zambia,[30/Nov/2017:12:17:40
10.130.2.1,/athletics.html,85,2,3.232397578,Moscow,[30/Nov/2017:12:17:48
10.128.2.1,/boxing.html,91,1,2.046736481,South Africa,[30/Nov/2017:12:17:48
10.130.2.1,/wrestling.html,35,1,1.037984484,Moscow,[30/Nov/2017:12:17:48
10.128.2.1,/track-cycling.html,38,3,3.223007432,South Africa,[30/Nov/2017:12:17:48
10.129.2.1,/tennis.html,18,1,1.270541426,Zambia,[30/Nov/2017:12:17:57
10.129.2.1,/track-cycling.html,28,2,3.704479947,Zambia,[30/Nov/2017:12:17:57
10.128.2.1,/tennis.html,18,1,3.535208476,South Africa,[30/Nov/2017:12:18:00
10.128.2.1,/rugby.html,58,2,3.978920798,South Africa,[30/Nov/2017:12:18:04
10.128.2.1,/hockey.html,36,2,2.716123117,South Africa,[30/Nov/2017:12:18:04
10.130.2.1,/football.html,44,1,1.790023906,Moscow,[30/Nov/2017:12:18:07
10.129.2.1,/contact_us.html,82,3,3.122014822,Zambia,[30/Nov/2017:12:18:08
10.128.2.1,/boxing.html,19,1,3.078389035,South Africa,[30/Nov/2017:12:18:08
10.130.2.1,/wrestling.html,74,1,2.184441262,Moscow,[30/Nov/2017:12:18:08
10.128.2.1,/index.html,39,3,1.959501475,South Africa,[30/Nov/2017:12:18:08
10.129.2.1,/index.html,15,1,1.226265197,Zambia,[30/Nov/2017:12:18:08
10.128.2.1,/archery.html,36,2,2.408152631,South Africa,[30/Nov/2017:12:18:09
10.128.2.1,/athletics.html,24,2,1.926074422,South Africa,[30/Nov/2017:12:18:09
10.130.2.1,/boxing.html,48,1,1.144786708,Moscow,[30/Nov/2017:12:18:09
10.128.2.1,/wrestling.html,48,3,1.775515949,South Africa,[30/Nov/2017:12:18:09
10.128.2.1,/track-cycling.html,91,2,1.024659858,South Africa,[30/Nov/2017:12:18:09
10.131.2.3,/tennis.html,35,1,1.844330533,Italy,[30/Nov/2017:12:18:10
10.128.2.1,/rugby.html,70,3,1.789693446,South Africa,[30/Nov/2017:12:18:10
10.130.2.4,/hockey.html,58,2,1.645153894,Morocco,[30/Nov/2017:12:18:25
10.128.2.1,/football.html,60,3,3.402491921,South Africa,[30/Nov/2017:12:18:30
10.128.2.1,/contact_us.html,74,3,2.56743368,South Africa,[30/Nov/2017:12:18:36
10.128.2.1,/index.html,56,2,1.179364619,South Africa,[30/Nov/2017:12:18:40
10.128.2.1,/archery.html,19,1,3.683580128,South Africa,[30/Nov/2017:12:18:40
10.128.2.1,/athletics.html,18,3,3.465885848,South Africa,[30/Nov/2017:12:18:40
10.130.2.4,/boxing.html,93,2,3.323612039,Morocco,[30/Nov/2017:12:18:40
10.128.2.1,/wrestling.html,12,3,2.833028335,South Africa,[30/Nov/2017:12:18:40
10.128.2.1,/contact_us.html,26,1,2.591214739,South Africa,[30/Nov/2017:12:18:40
10.130.2.4,/index.html,49,1,3.007875268,Morocco,[30/Nov/2017:12:18:40
10.129.2.1,/archery.html,9,1,3.093048166,Zambia,[30/Nov/2017:12:18:40
10.128.2.1,/athletics.html,17,3,2.325149555,South Africa,[30/Nov/2017:12:18:40
10.130.2.4,/boxing.html,92,3,2.266779624,Morocco,[30/Nov/2017:12:18:40
10.128.2.1,/wrestling.html,47,1,3.49606955,South Africa,[30/Nov/2017:12:18:41
10.128.2.1,/index.html,57,1,2.174532418,South Africa,[30/Nov/2017:12:18:48
10.129.2.1,/archery.html,7,2,2.249828292,Zambia,[30/Nov/2017:12:21:57
10.131.0.5,/athletics.html,99,3,2.302429607,China,[30/Nov/2017:12:21:59
10.131.0.5,/boxing.html,31,1,2.78899421,China,[30/Nov/2017:12:22:00
10.129.2.1,/wrestling.html,92,1,3.074829475,Zambia,[30/Nov/2017:12:22:00
10.131.0.5,/index.html,85,1,3.658049183,China,[30/Nov/2017:12:22:00
10.131.0.5,/index.html,11,2,3.846613457,China,[30/Nov/2017:12:22:01
10.131.2.3,/archery.html,32,2,3.870932998,Italy,[30/Nov/2017:12:22:01
10.130.2.4,/athletics.html,6,3,3.920024342,Morocco,[30/Nov/2017:12:22:01
10.131.0.5,/boxing.html,99,2,2.881542325,China,[30/Nov/2017:12:22:01
10.131.0.5,/wrestling.html,48,3,1.054417958,China,[30/Nov/2017:12:22:02
